route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
170965342,16_平日(共通),3b99ead2-a1f6-4205-864f-fcbc054accdb,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),be9540fb-25c2-40ae-8399-6c45765621ba,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),965c8a74-083c-4d48-a9ec-87b2be71ca38,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),8929874f-13ab-4ef9-bbf7-888dbe3bb341,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),df5ad1d4-0c46-44db-b661-8a1ab3182620,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),7c94f193-4a22-4309-8e01-7f11f3705cc3,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),3846f6c6-4c7c-466b-9240-7f4cdb14359c,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),8b8bb631-d631-4aa4-b194-940451a0a9b6,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),caa2dddb-ef2c-4dd8-9abc-983e0488b4cc,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),2806ce97-4465-492d-ab2a-4259cd1e11fb,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),0151ed31-4c82-46b7-ad12-3d280bb542d4,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),ed8c6e56-0c69-459b-a5bb-3dfa857604bb,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),f8fc0d03-c214-42ec-b1a2-40ca8ed82b53,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),e94322d7-4586-4a5b-8afc-4c73a9b03739,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),6339e7a5-6c3f-45dd-a5f0-4cc51d94d71c,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),223735de-d649-4d7b-a4d7-4f237e43e9e1,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),09d90cfd-e31f-476f-90b0-53ef493cd204,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),295a4e2d-ae4c-4260-b6a9-12d66e9e8f82,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),61e9693a-8433-4560-8ab0-1de94a1f012e,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),11b5f766-b7f4-4546-9977-2091d076cc01,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),d75cff6f-5c37-468b-aa8b-2b8407930175,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),c4b4bee1-ad65-424b-b1b5-2ec4c8c33545,東観音台線・湯来線,,,,30101 0,0,0
1644555863,41_平日(共通),c5378a30-52f7-42bd-90cf-f2465533d534,,,,,80221 9,0,0
1644555863,41_日祝(共通),a83abbab-f241-4920-890c-fae4521f0149,,,,,80221 9,0,0
1644555863,41_土曜(共通),09cc600f-b0ab-464e-8dc4-e2f02e7077ba,,,,,80221 9,0,0
1644555863,41_平日(共通),149827c1-2b3c-4c21-9659-dabf42f909f1,,,,,80221 9,0,0
1644555863,41_土曜(共通),4e9f9e8b-0653-48d6-9448-beb0e5088e33,,,,,80221 9,0,0
1644555863,41_平日(共通),22768aeb-8140-46ff-96e1-b4691c54545a,,,,,80221 9,0,0
1644555863,41_平日(共通),29f45b76-b165-470e-9fc4-b4c426b27645,,,,,80221 9,0,0
1644555863,41_土曜(共通),d6ea80fd-6499-49ff-ad49-b99456a8f6e4,,,,,80221 9,0,0
1644555863,41_土曜(共通),45b1b19d-6e6c-4ca4-9d5e-a9e75967eb7d,,,,,80221 9,0,0
1644555863,41_平日(共通),c8f9f450-5736-47b0-a854-ae63f150f656,,,,,80221 9,0,0
1644555863,41_土曜(共通),adefd3bd-f7e4-4c91-bf94-c8454e251a10,,,,,80221 9,0,0
1644555863,41_平日(共通),5af275b2-9e52-4c60-afde-ca17c4c1fd56,,,,,80221 9,0,0
1644555863,41_土曜(共通),c6f95b27-d4bc-4732-858c-d5f0b5ee7b42,,,,,80221 9,0,0
1644555863,41_平日(共通),e58a1ba3-2091-4604-a5a8-d079d42664d3,,,,,80221 9,0,0
1644555863,41_平日(共通),c004ffa5-71b3-4f74-8edb-d246b19ae768,,,,,80221 9,0,0
1644555863,41_土曜(共通),805276df-6102-4aa2-8c8c-d28f07aaf554,,,,,80221 9,0,0
1644555863,41_日祝(共通),21046675-d23d-4798-ba69-294139c68100,,,,,80221 9,0,0
1644555863,41_平日(共通),a80d9e11-a3c4-45ab-b0de-1b137e4e9139,,,,,80221 9,0,0
1644555863,41_平日(共通),9f1243a9-1f01-4672-969d-1b2fc9801bf5,,,,,80221 9,0,0
1644555863,41_日祝(共通),c6a6676a-39d4-4811-b355-12ba304ac17d,,,,,80221 9,0,0
1644555863,41_平日(共通),736ef822-6c1b-469b-a39f-0d0df58ba52b,,,,,80221 9,0,0
1644555863,41_平日(共通),e056c229-165f-46e6-a253-0e87dbe2f1d1,,,,,80221 9,0,0
1644555863,41_日祝(共通),9fcb8b66-a1b9-40a2-ae61-100ad080f06c,,,,,80221 9,0,0
1644555863,41_土曜(共通),3124b96e-dfa3-43fe-8953-53f504699814,,,,,80221 9,0,0
1644555863,41_土曜(共通),581c354a-b6ee-4388-822b-5bbe815e72d9,,,,,80221 9,0,0
1644555863,41_平日(共通),1f88315a-7880-4856-9a42-5171146d2af9,,,,,80221 9,0,0
1644555863,41_日祝(共通),f15acb69-7edb-4ac1-a06e-4aa5fa2025d2,,,,,80221 9,0,0
1644555863,41_日祝(共通),53083257-2d31-43a6-b93e-474faccadad6,,,,,80221 9,0,0
1644555863,41_土曜(共通),1220c6aa-11f3-4df3-aea1-40725f314e6b,,,,,80221 9,0,0
1644555863,41_平日(共通),2650c806-cdbb-4948-be5b-413cc37d663f,,,,,80221 9,0,0
1644555863,41_日祝(共通),c83db785-dc44-4418-abf0-32adc4df4228,,,,,80221 9,0,0
1644555863,41_日祝(共通),4d7f39c2-398c-45c1-9788-3108b2777b15,,,,,80221 9,0,0
1644555863,41_日祝(共通),3af33843-ffd2-45b2-b2d2-a2b9d3e3eef0,,,,,80221 9,0,0
1644555863,41_平日(共通),29730536-629f-4862-9c4b-a3a36cc52db4,,,,,80221 9,0,0
1644555863,41_日祝(共通),e3f31e23-d00d-4867-8dfa-933d70f3c2a0,,,,,80221 9,0,0
1644555863,41_平日(共通),32e05048-24e4-4555-8c61-956c65ce092d,,,,,80221 9,0,0
1644555863,41_平日(共通),cd1d6f4d-6735-4fdf-b5ef-95aae245d0aa,,,,,80221 9,0,0
1644555863,41_日祝(共通),8114925f-ac33-4756-830a-7e42ecb4aeed,,,,,80221 9,0,0
1644555863,41_土曜(共通),3925d117-91b5-47ae-a80e-89412e07e108,,,,,80221 9,0,0
1644555863,41_土曜(共通),f24be92a-9a73-4d8c-a1e9-8c996312cd24,,,,,80221 9,0,0
1644555863,41_日祝(共通),88c2ba9c-b331-45b3-9106-82d861debc42,,,,,80221 9,0,0
1644555863,41_土曜(共通),8981a8fd-3da4-4398-90b0-8307809bf476,,,,,80221 9,0,0
1644555863,41_土曜(共通),11a32a6e-6f9c-40c8-abb8-6f880ca83664,,,,,80221 9,0,0
1644555863,41_日祝(共通),54dabab8-9984-4d1c-aafc-6faf239cc90a,,,,,80221 9,0,0
1644555863,41_日祝(共通),6077ed03-c555-4dd6-be4d-699a2308c29b,,,,,80221 9,0,0
1644555863,41_日祝(共通),1f888863-0a5d-4a00-956e-60e76464b96a,,,,,80221 9,0,0
1644555863,41_土曜(共通),955dd0b0-82bb-4ea1-8bbb-61d34ac4a3ca,,,,,80221 9,0,0
1342502491,15_土曜(共通),89ead71f-d800-4c49-ae5b-d7b94c0f6ee8,,,,,20321 0,0,0
1342502491,15_土曜(共通),df57777e-7153-4587-bce7-c92acba254be,,,,,20321 0,0,0
1342502491,15_日祝(共通),f377644b-1c24-4c2c-836d-daf1c51fe198,,,,,20321 0,0,0
1342502491,15_平日(共通),e79b4264-2a04-47da-a872-e9c2c5fab2fe,,,,,20321 0,0,0
1342502491,15_土曜(共通),c40dd30b-0f20-444c-93e1-ede14a2295cf,,,,,20321 0,0,0
1342502491,15_平日(共通),e7f75df3-0b3a-4c11-8e25-f57cccd59787,,,,,20321 0,0,0
1342502491,15_平日(共通),fece3742-82df-4523-a0ee-fbb2d380a615,,,,,20321 0,0,0
1342502491,15_平日(共通),c63ff82f-46dd-4329-8693-8c563e64fee3,,,,,20321 0,0,0
1342502491,15_日祝(共通),179eefbc-7f18-40df-9c69-892048b81fb9,,,,,20321 0,0,0
1342502491,15_土曜(共通),0e64ef10-bb13-47fd-80b6-9109eaf80215,,,,,20321 0,0,0
1342502491,15_日祝(共通),e34f41d1-640b-4905-b2f7-922bd850a033,,,,,20321 0,0,0
1342502491,15_日祝(共通),59c64570-e500-47ec-846f-a53c83f9e2f9,,,,,20321 0,0,0
1342502491,15_土曜(共通),f47a973b-5afc-4549-9f99-a6f61ec0d393,,,,,20321 0,0,0
1342502491,15_平日(共通),00448806-bba6-422d-81e2-32e581fd94a0,,,,,20321 0,0,0
1342502491,15_日祝(共通),90c6747e-8d7f-4b84-ad54-346075ddf0ae,,,,,20321 0,0,0
1342502491,15_平日(共通),65255bd4-7769-4d34-8c1f-3a040f3f3c54,,,,,20321 0,0,0
1342502491,15_平日(共通),be7c3884-0b7f-42be-8793-430360867fe9,,,,,20321 0,0,0
1342502491,15_土曜(共通),5853407a-f54b-4323-9494-5187d2c6024d,,,,,20321 0,0,0
1342502491,15_日祝(共通),6f0b6b19-227a-4d73-a409-5bd794b33645,,,,,20321 0,0,0
1342502491,15_平日(共通),406711e4-06e7-45b0-9a11-0e27c34bb121,,,,,20321 0,0,0
1342502491,15_日祝(共通),7218278f-0853-462f-a569-01829392a153,,,,,20321 0,0,0
1342502491,15_土曜(共通),6f9e6f81-ca0c-482b-a097-040ee8c76826,,,,,20321 0,0,0
1342502491,15_土曜(共通),844187c6-bc30-400d-82f7-096b91d7c0d7,,,,,20321 0,0,0
1342502491,15_日祝(共通),93f8368a-b764-496e-a1a5-1e809aa9828d,,,,,20321 0,0,0
1342502491,15_平日(共通),df231c34-fc74-44c9-a9ff-2518229dd35e,,,,,20321 0,0,0
3121747758,24_日祝(共通),0e3c896f-80a5-4f02-aa35-dc35149cf4b0,,,,,41633 9,0,0
3121747758,24_土曜(共通),76e5c733-fd85-46f3-b10d-d9d69c0445d2,,,,,41633 9,0,0
3121747758,24_土曜(共通),7845371f-f479-40be-a499-c7686b57405b,,,,,41633 9,0,0
3121747758,24_日祝(共通),f754689b-e9b6-4426-a93d-5c72f28c434f,,,,,41633 9,0,0
3121747758,24_土曜(共通),1e244cd5-a6f6-48fa-a850-5b49594305ed,,,,,41633 9,0,0
3121747758,24_土曜(共通),94dec420-efca-40f8-be16-3b9592045ac2,,,,,41633 9,0,0
3121747758,24_日祝(共通),fa3b4267-9277-473e-9eff-319ce20c1997,,,,,41633 9,0,0
3121747758,24_日祝(共通),b9daafa2-069a-4c2a-bcd1-826f3fab5b05,,,,,41633 9,0,0
3121747758,24_平日(共通),0551bbed-9c21-40e1-989e-6d9870e2b0f7,,,,,41633 9,0,0
641219874,33_平日(共通),bd9efaba-f2c7-4a50-8c31-b9ee2f34ea2e,,,,,90101 0,0,0
641219874,33_平日(共通),5478415e-5a98-4907-90e7-39188b37cd24,,,,,90101 0,0,0
641219874,33_平日(共通),9e77668f-0404-43e5-a9f0-67912e2c416b,,,,,90101 0,0,0
641219874,33_平日(共通),2d32948d-672b-460e-9427-d8c7f0b7781e,,,,,90120 0,0,0
641219874,33_土曜(共通),1cf73a0e-316b-45af-9150-a8e979463903,,,,,90120 0,0,0
641219874,33_日祝(共通),dd3b149e-3335-4090-9c4e-18f054377c0f,,,,,90120 0,0,0
2136956995,41_平日(共通),03c3922e-8ae2-4208-b14c-9a5d389594cc,,,,,80228 0,0,0
2539335931,24_平日(共通),84d15dce-c3ad-48f1-8805-b1a670089143,,,,,41701 9,0,0
2539335931,24_平日(共通),b729c21b-48bd-495d-9d04-cd8ef7ed1514,,,,,41701 9,0,0
2539335931,24_平日(共通),ad8f6c6a-3b62-4a6f-9527-981a6af2ad9c,,,,,41701 9,0,0
2539335931,24_平日(共通),5da19bf5-6f10-4ed6-bdbd-92b5a1e59eed,,,,,41701 9,0,0
2539335931,24_平日(共通),9b702af8-8310-4d41-9064-2ed435e851a5,,,,,41701 9,0,0
2539335931,24_平日(共通),44c01e0b-ae17-428f-a402-37c7ef6fec9b,,,,,41701 9,0,0
221411867,33_平日(共通),ac924bc1-5e01-486c-a5a0-457b95ac1b56,,,,,90105 9,0,0
221411867,33_平日(共通),1530fbcc-d936-405b-b138-a1083f3f7939,,,,,90105 9,0,0
2363599556,61_平日(共通),506bbe6d-0cf5-4fe9-a68b-2f7354b7dbb0,,,,,60740 0,0,0
221411867,33_平日(共通),5cc09c8c-0a1d-4ebe-a6d5-cf10474c92ad,,,,,90103 9,0,0
221411867,33_土曜(共通),7b02babb-bb81-4de2-b98d-d352b0259951,,,,,90103 9,0,0
221411867,33_平日(共通),d99c20f1-bf5d-4636-99f8-d43032b306db,,,,,90103 9,0,0
221411867,33_土曜(共通),10db70c3-2a44-4387-8f36-c11ff325bd1b,,,,,90103 9,0,0
221411867,33_平日(共通),cde9119d-e836-436d-abad-b0963eb53fc2,,,,,90103 9,0,0
221411867,33_平日(共通),22d9f9cd-0bc0-4d51-9eb6-b67431ea50de,,,,,90103 9,0,0
221411867,33_土曜(共通),bd5577cd-4993-4377-91b9-b940745ab3f9,,,,,90103 9,0,0
221411867,33_日祝(共通),89ca6453-bc17-4aa0-9a2d-bed308d3041a,,,,,90103 9,0,0
221411867,33_土曜(共通),54d47b9c-ce5e-4d9e-b5fd-dbbacf5c77b4,,,,,90103 9,0,0
221411867,33_平日(共通),2d847a1f-5ac3-4328-99bb-dcca050968b5,,,,,90103 9,0,0
221411867,33_平日(共通),44e89448-d623-4827-86cc-e28786273b12,,,,,90103 9,0,0
221411867,33_土曜(共通),51ffee8e-b7b6-49ad-a9b8-edfff52f1483,,,,,90103 9,0,0
221411867,33_平日(共通),1b30c282-8efc-4ad5-9fc8-e4fb66ba7628,,,,,90103 9,0,0
221411867,33_土曜(共通),04ad7bdd-4a48-4104-b6d7-f7bb3d65e3b1,,,,,90103 9,0,0
221411867,33_平日(共通),67f83817-d0eb-4a7d-b872-f93f6de5de38,,,,,90103 9,0,0
221411867,33_日祝(共通),2663e778-b5a5-4288-94ef-fec8929de6ed,,,,,90103 9,0,0
221411867,33_日祝(共通),4a02b92e-8b6d-4f1b-ba90-30d036a8e18d,,,,,90103 9,0,0
221411867,33_平日(共通),fb62f77e-441e-412d-884b-373c57527d57,,,,,90103 9,0,0
221411867,33_平日(共通),f448c163-98ac-4017-8784-4237e0cf0900,,,,,90103 9,0,0
221411867,33_平日(共通),4f5b5c6f-ccc7-4185-8da4-4f82c8ebd9c9,,,,,90103 9,0,0
221411867,33_土曜(共通),36515044-252f-43c0-a3d9-4f062d0be4d5,,,,,90103 9,0,0
221411867,33_平日(共通),f914893d-e93c-416e-b92e-51c55ee9f4c0,,,,,90103 9,0,0
221411867,33_平日(共通),8237d54d-83eb-40ac-b55f-5ce1b74c4f67,,,,,90103 9,0,0
221411867,33_日祝(共通),c98d65c5-5076-485e-b023-55f94e5b995c,,,,,90103 9,0,0
221411867,33_土曜(共通),781d9e3d-88c8-4090-ab3f-24bfb1f67533,,,,,90103 9,0,0
221411867,33_土曜(共通),8e4dc047-0ebc-4ef7-a91c-27484bbf91a1,,,,,90103 9,0,0
221411867,33_日祝(共通),32554cdf-ea54-446d-ad4b-1f88207611af,,,,,90103 9,0,0
221411867,33_土曜(共通),68c48108-f19b-4ca3-917a-17406e0cb878,,,,,90103 9,0,0
221411867,33_日祝(共通),bff754f4-364a-43cc-9edb-17ae3ec9cfc9,,,,,90103 9,0,0
221411867,33_土曜(共通),fcf71c4d-5d11-4001-897b-1312404774df,,,,,90103 9,0,0
221411867,33_平日(共通),e451e8f5-ad17-4d32-a8ce-13c84fe5c9ee,,,,,90103 9,0,0
221411867,33_平日(共通),afacf247-203a-46cf-bb1c-05cac1200dc4,,,,,90103 9,0,0
221411867,33_平日(共通),4ffbc409-d8bb-4d60-9eba-004d11a73a74,,,,,90103 9,0,0
221411867,33_土曜(共通),86bef8cf-7e07-4539-a7f8-67f4d7e2968b,,,,,90103 9,0,0
221411867,33_土曜(共通),1779867b-e3b4-4bc0-ac2f-6712a740df72,,,,,90103 9,0,0
221411867,33_平日(共通),3312d915-7fb4-42ef-a5db-65992ffc53ba,,,,,90103 9,0,0
221411867,33_日祝(共通),121cdb80-1285-4ff3-a3e1-89cf3a74f819,,,,,90103 9,0,0
221411867,33_土曜(共通),ff1c02f3-544e-4683-a7a7-8b6eac10cc8a,,,,,90103 9,0,0
221411867,33_平日(共通),9ccf41cb-f3b5-40a3-8845-77447dd50874,,,,,90103 9,0,0
221411867,33_日祝(共通),4405bce7-8e24-4155-8e25-7da2ea32a3a9,,,,,90103 9,0,0
221411867,33_日祝(共通),0b8dc9b5-f181-4e90-97ea-7f66c6de260f,,,,,90103 9,0,0
221411867,33_平日(共通),31586115-e7e6-40d1-bd11-a056f1c8a5d6,,,,,90103 9,0,0
221411867,33_日祝(共通),af447177-63d8-469a-9357-a33af542c4bc,,,,,90103 9,0,0
221411867,33_平日(共通),d184206e-2b05-4839-b5c3-a2ccfa78456a,,,,,90103 9,0,0
221411867,33_日祝(共通),f00f84fb-ee5c-4d1c-8a99-a1df6dad14a0,,,,,90103 9,0,0
221411867,33_日祝(共通),3d9716fd-081f-4c2f-9dfa-a1f2d52b7526,,,,,90103 9,0,0
221411867,33_日祝(共通),145a7134-e930-4b80-a2c4-9ccaaaec90a1,,,,,90103 9,0,0
221411867,33_平日(共通),37301448-d5db-4320-8f7b-9dbc81c0735f,,,,,90103 9,0,0
221411867,33_日祝(共通),e696c2ce-459e-4406-90bc-970b637772c4,,,,,90103 9,0,0
221411867,33_日祝(共通),010fb136-8d75-4c53-a285-9116c2078533,,,,,90103 9,0,0
221411867,33_土曜(共通),af845bbb-5a15-427e-b78d-a63b22e7509a,,,,,90103 9,0,0
4056640466,17_土曜(共通),622f4f2c-313a-4406-a22c-ce7593d4e5da,,,,,31508 0,0,0
4056640466,17_日祝(共通),2bc162da-c6e6-4af3-846f-ae47ec627ed0,,,,,31508 0,0,0
4056640466,17_土曜(共通),188e3993-ec06-454e-bcc7-b325d4d3f5f7,,,,,31508 0,0,0
4056640466,17_平日(共通),63bc5b01-0fce-4f0f-9c99-ed6b129923e1,,,,,31508 0,0,0
4056640466,17_平日(共通),8a116196-fc42-4e78-81a5-edd04457d8d0,,,,,31508 0,0,0
4056640466,17_平日(共通),8af8c8fe-ad30-4f36-8b80-779227c50dca,,,,,31508 0,0,0
4056640466,17_平日(共通),46af4ff6-9542-4c48-a792-2321f9ff5068,,,,,31508 0,0,0
4056640466,17_平日(共通),732c494d-9f7e-4b69-a088-1a1cda0ac712,,,,,31508 0,0,0
4056640466,17_平日(共通),86a93777-3133-4896-a41d-2a45c7c342c4,,,,,31508 0,0,0
4056640466,17_平日(共通),4afc5566-0ea5-44cd-81d7-52f3d25657b4,,,,,31508 0,0,0
4056640466,17_日祝(共通),ae3e3d8a-d5c9-4c4f-ae86-48683cedfaa5,,,,,31508 0,0,0
4056640466,17_平日(共通),039f7b94-a992-4ea4-bb40-30edb66ac60c,,,,,31508 0,0,0
1835444037,24_平日(共通),0c039b06-88c0-4df3-9e33-534061612848,,,,,41616 0,0,0
3294643702,16_日祝(共通),8db2e611-8c43-42f0-aa5b-b53d2dbe2c74,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),0ef13bf5-0513-4db1-9d45-bfe1cfc12c99,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),fcb435e5-0792-4cd1-a5bf-ac5e3e0651fb,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),68fcdb9e-0987-44b2-9472-b434913e99e4,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),012bb473-0928-46a9-95f3-cff983a7f177,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),73796bb6-fa3c-4c4d-a2ee-d619b7f5e04f,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),404411ee-150a-4732-92f8-d2a95d0d2ddb,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),30cf115c-8cae-45e6-947c-c74346345d03,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),e4a34a76-f1ed-45b4-afd1-c68c8dca6cd3,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),baaed8d5-0506-4c4e-86aa-f627ea310ad3,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),c4b4f2f5-a1fe-4f17-8d02-f2ca5ca773bc,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),95e3f538-f453-4cdd-a232-f0cb45feebf5,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),91f4d6eb-1ad4-44a8-bd59-e53b130f78d0,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),f18aafa9-573b-4d07-821e-e68f8da5e686,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),8624a6e5-8309-4543-a600-91f669785a78,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),11835134-d85b-47de-acf6-a1e31c21add1,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),546c7d47-2d05-4282-808f-9fb4dc884e4f,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),c352fd67-1d1e-4cde-bb1a-997c6b454ba2,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),3c5f5fa5-dcd1-4bf5-85f9-a49f01810347,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),3505db3e-fd37-4078-bf15-75f857475072,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),a1d6a013-9aea-489c-b2d1-7164c88e8918,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),f84673d6-1e5d-4983-a443-5fd06b387177,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),a83d414e-ba7a-4c9c-b8a7-68f94d5c647d,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),ecea97b2-d616-42e7-9146-78a005b8e5ec,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),f41f83af-be44-4396-bc26-7c130e307c1c,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),0c602b18-69b1-4d33-9e9b-862aec765e9a,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),7539732a-0ea4-417a-9ca7-0560991018cc,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),c72538e5-3173-46b1-96cb-04db99965cbf,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),ef9f2e0a-b9ce-444f-86c7-03cdff25f237,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),c6e46433-a979-421b-80af-020a0003bcd6,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),f8ae662f-d5d4-44e4-b647-10ed79442095,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),6edbabe0-47f7-4a39-ae73-16b857b244ad,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),421f746b-ef66-44a8-8bf3-15ee4c0fa0c4,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),d5edf2a1-4270-44f9-9bff-1a42cfa8006b,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),4a879bff-bb32-4fb6-ac35-1ae2589d4535,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),9516363f-2372-4074-8e22-50fa10d51ec2,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),7ca7e6c3-46fc-42cc-aec9-50728d0a748b,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),1ae4754c-794c-467f-b018-4e9cfe8ebe35,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),03c45a84-00a2-4765-adfa-4918e2e030eb,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),91b72fad-56f6-4485-b1ab-52e68f6794dd,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),e3df7677-3793-4539-9466-55ba73db19df,東観音台線・湯来線,,,,30603 0,0,0
