trans_id,lang,translation,category,station_sid,course_sid
西税務署入口,ja,西税務署入口,stop_name,19b82e91-9fe2-4e60-9fee-d55b6c7f6c31,
西税務署入口,ja-Hrkt,にしぜいむしょいりぐち,stop_name,19b82e91-9fe2-4e60-9fee-d55b6c7f6c31,
あさひが丘上,ja,あさひが丘上,stop_name,0bb816f7-8b36-4c0d-83a9-26de5ffd1ec5,
あさひが丘上,ja-Hrkt,あさひがおかかみ,stop_name,0bb816f7-8b36-4c0d-83a9-26de5ffd1ec5,
あさひが丘上,en,Asahigaoka-kami,stop_name,0bb816f7-8b36-4c0d-83a9-26de5ffd1ec5,
あさひが丘上,ko,아사히가오카 카미,stop_name,0bb816f7-8b36-4c0d-83a9-26de5ffd1ec5,
あさひが丘上,zh-ch,旭丘上,stop_name,0bb816f7-8b36-4c0d-83a9-26de5ffd1ec5,
あさひが丘上,zh-tw,旭丘上,stop_name,0bb816f7-8b36-4c0d-83a9-26de5ffd1ec5,
阿品台北中央,ja,阿品台北中央,stop_name,df151056-74f2-4968-a703-ac74113af8ea,
阿品台北中央,ja-Hrkt,あじなだいきたちゅうおう,stop_name,df151056-74f2-4968-a703-ac74113af8ea,
西原,ja,西原,stop_name,bc7496f1-0ea4-4d7e-9e06-5431f762cc9b,
西原,ja-Hrkt,にしはら,stop_name,bc7496f1-0ea4-4d7e-9e06-5431f762cc9b,
アルパーク,ja,アルパーク,stop_name,f2fdf631-dc1e-493f-809f-2dc5ea0e7b28,
アルパーク,ja-Hrkt,あるぱーく,stop_name,f2fdf631-dc1e-493f-809f-2dc5ea0e7b28,
こころ団地西,ja,こころ団地西,stop_name,a6f1346c-55cb-4dc2-8a17-87aaf8b1ee55,
こころ団地西,ja-Hrkt,こころだんちにし,stop_name,a6f1346c-55cb-4dc2-8a17-87aaf8b1ee55,
こころ団地西,en,Kokoro Danchi-nishi,stop_name,a6f1346c-55cb-4dc2-8a17-87aaf8b1ee55,
こころ団地西,ko,고코로 단지,stop_name,a6f1346c-55cb-4dc2-8a17-87aaf8b1ee55,
こころ団地西,zh-ch,COCORO团地西,stop_name,a6f1346c-55cb-4dc2-8a17-87aaf8b1ee55,
こころ団地西,zh-tw,COCORO團地西,stop_name,a6f1346c-55cb-4dc2-8a17-87aaf8b1ee55,
久次郎原,ja,久次郎原,stop_name,f3bcdee2-3f46-4b72-a4fc-3c787b2a2e67,
久次郎原,ja-Hrkt,きゅうじろうばら,stop_name,f3bcdee2-3f46-4b72-a4fc-3c787b2a2e67,
セントラルシティ中央,ja,セントラルシティ中央,stop_name,bd22660a-c544-490d-999b-a4ad3950b89b,
セントラルシティ中央,ja-Hrkt,せんとらるしてぃちゅうおう,stop_name,bd22660a-c544-490d-999b-a4ad3950b89b,
山田入口,ja,山田入口,stop_name,83779f94-1f57-47e8-b441-846b5ce7c17d,
山田入口,ja-Hrkt,やまだいりぐち,stop_name,83779f94-1f57-47e8-b441-846b5ce7c17d,
可部中学校前,ja,可部中学校前,stop_name,64b0ad2f-9668-433e-a973-f1203df71c4f,
可部中学校前,ja-Hrkt,かべちゅうがっこうまえ,stop_name,64b0ad2f-9668-433e-a973-f1203df71c4f,
上都志見,ja,上都志見,stop_name,1889b983-6099-4500-9913-7330eccfcd6f,
上都志見,ja-Hrkt,かみつしみ,stop_name,1889b983-6099-4500-9913-7330eccfcd6f,
上都志見,en,Kami-tsushimi,stop_name,1889b983-6099-4500-9913-7330eccfcd6f,
上都志見,ko,가미쓰시미,stop_name,1889b983-6099-4500-9913-7330eccfcd6f,
上都志見,zh-ch,上都志见,stop_name,1889b983-6099-4500-9913-7330eccfcd6f,
上都志見,zh-tw,上都誌見,stop_name,1889b983-6099-4500-9913-7330eccfcd6f,
大新開,ja,大新開,stop_name,3023d4cb-8a00-47d8-9358-c26d6276aa5c,
大新開,ja-Hrkt,おおしんがい,stop_name,3023d4cb-8a00-47d8-9358-c26d6276aa5c,
広島駅,ja,広島駅,stop_name,9cdd01de-1695-4757-a3f4-2ce824052c0a,
広島駅,ja-Hrkt,ひろしまえき,stop_name,9cdd01de-1695-4757-a3f4-2ce824052c0a,
広島駅,en,Hiroshima Sta.,stop_name,9cdd01de-1695-4757-a3f4-2ce824052c0a,
広島駅,ko,히로시마 역,stop_name,9cdd01de-1695-4757-a3f4-2ce824052c0a,
広島駅,zh-ch,广岛站,stop_name,9cdd01de-1695-4757-a3f4-2ce824052c0a,
広島駅,zh-tw,廣島站,stop_name,9cdd01de-1695-4757-a3f4-2ce824052c0a,
学院入口,ja,学院入口,stop_name,2b19af0e-4fca-4937-8196-e0f6c091feec,
学院入口,ja-Hrkt,がくいんいりぐち,stop_name,2b19af0e-4fca-4937-8196-e0f6c091feec,
学院入口,en,Gakuin-iriguchi,stop_name,2b19af0e-4fca-4937-8196-e0f6c091feec,
学院入口,ko,가쿠인 이리구치,stop_name,2b19af0e-4fca-4937-8196-e0f6c091feec,
学院入口,zh-ch,学院入口,stop_name,2b19af0e-4fca-4937-8196-e0f6c091feec,
学院入口,zh-tw,學院入口,stop_name,2b19af0e-4fca-4937-8196-e0f6c091feec,
水源池前,ja,水源池前,stop_name,321f522e-be3a-448e-a236-d1a8043e3688,
水源池前,ja-Hrkt,すいげんちまえ,stop_name,321f522e-be3a-448e-a236-d1a8043e3688,
可部上市,ja,可部上市,stop_name,70d10a64-0383-472d-8f0b-953f9c84086a,
可部上市,ja-Hrkt,かべかみいち,stop_name,70d10a64-0383-472d-8f0b-953f9c84086a,
可部上市,en,Kabe Kamiichi,stop_name,70d10a64-0383-472d-8f0b-953f9c84086a,
可部上市,ko,가베 카미이치,stop_name,70d10a64-0383-472d-8f0b-953f9c84086a,
可部上市,zh-ch,可部上市,stop_name,70d10a64-0383-472d-8f0b-953f9c84086a,
可部上市,zh-tw,可部上市,stop_name,70d10a64-0383-472d-8f0b-953f9c84086a,
香草,ja,香草,stop_name,ce190e2c-e297-4e18-8626-f91c7c9b97ac,
香草,ja-Hrkt,かぐさ,stop_name,ce190e2c-e297-4e18-8626-f91c7c9b97ac,
汐見町,ja,汐見町,stop_name,f096dd1e-2ac9-42b2-9003-b34f97cc3af1,
汐見町,ja-Hrkt,しおみちょう,stop_name,f096dd1e-2ac9-42b2-9003-b34f97cc3af1,
下河内集会所,ja,下河内集会所,stop_name,880acbe9-94ce-4a37-880e-e906e52a6d98,
下河内集会所,ja-Hrkt,しもごうちしゅうかいしょ,stop_name,880acbe9-94ce-4a37-880e-e906e52a6d98,
向洋新町二丁目,ja,向洋新町二丁目,stop_name,abac8bcc-59ac-4c7a-aef0-c63d662da2cd,
向洋新町二丁目,ja-Hrkt,むかいなだしんまちにちょうめ,stop_name,abac8bcc-59ac-4c7a-aef0-c63d662da2cd,
向洋新町二丁目,en,Mukainada-shinmachi-nichome (Mukainada-shinmachi 2),stop_name,abac8bcc-59ac-4c7a-aef0-c63d662da2cd,
向洋新町二丁目,ko,무카이나다 신마치 2초메,stop_name,abac8bcc-59ac-4c7a-aef0-c63d662da2cd,
向洋新町二丁目,zh-ch,向洋新町二丁目,stop_name,abac8bcc-59ac-4c7a-aef0-c63d662da2cd,
向洋新町二丁目,zh-tw,向洋新町二丁目,stop_name,abac8bcc-59ac-4c7a-aef0-c63d662da2cd,
戸河内落合,ja,戸河内落合,stop_name,499ff352-4ec9-4988-b550-d688cf2f7ebf,
戸河内落合,ja-Hrkt,とごうちおちあい,stop_name,499ff352-4ec9-4988-b550-d688cf2f7ebf,
中地下,ja,中地下,stop_name,37a8f197-a7c7-48d9-a356-6f6c8e8d32da,
中地下,ja-Hrkt,なかじしも,stop_name,37a8f197-a7c7-48d9-a356-6f6c8e8d32da,
中地下,en,Nakaji-shimo,stop_name,37a8f197-a7c7-48d9-a356-6f6c8e8d32da,
中地下,ko,나카지 시모,stop_name,37a8f197-a7c7-48d9-a356-6f6c8e8d32da,
中地下,zh-ch,中地下,stop_name,37a8f197-a7c7-48d9-a356-6f6c8e8d32da,
中地下,zh-tw,中地下,stop_name,37a8f197-a7c7-48d9-a356-6f6c8e8d32da,
下の浜,ja,下の浜,stop_name,74fe74e7-1824-4358-9ec8-e3fa4191c577,
下の浜,ja-Hrkt,したのはま,stop_name,74fe74e7-1824-4358-9ec8-e3fa4191c577,
寺屋敷,ja,寺屋敷,stop_name,b3328c44-1ec3-4f1a-8318-63ad33bea5b0,
寺屋敷,ja-Hrkt,てらやしき,stop_name,b3328c44-1ec3-4f1a-8318-63ad33bea5b0,
高井,ja,高井,stop_name,54506e93-c190-4aa2-8217-4b9ab3fe7ce1,
高井,ja-Hrkt,たかい,stop_name,54506e93-c190-4aa2-8217-4b9ab3fe7ce1,
台,ja,台,stop_name,ac6f3f70-92fd-4502-9d8e-76cd106a4ef2,
台,ja-Hrkt,だい,stop_name,ac6f3f70-92fd-4502-9d8e-76cd106a4ef2,
高須,ja,高須,stop_name,50da23d0-be64-48b3-a5f6-21f4877874d6,
高須,ja-Hrkt,たかす,stop_name,50da23d0-be64-48b3-a5f6-21f4877874d6,
堂の久保,ja,堂の久保,stop_name,a2add123-a2a0-4e74-a819-1b2e63545266,
堂の久保,ja-Hrkt,どうのくぼ,stop_name,a2add123-a2a0-4e74-a819-1b2e63545266,
米子駅,ja,米子駅,stop_name,bfe704c0-1b9d-42df-bb32-ae5b593ef943,
米子駅,ja-Hrkt,よなごえき,stop_name,bfe704c0-1b9d-42df-bb32-ae5b593ef943,
米子駅,en,Yonago Sta.,stop_name,bfe704c0-1b9d-42df-bb32-ae5b593ef943,
米子駅,ko,요나고 역,stop_name,bfe704c0-1b9d-42df-bb32-ae5b593ef943,
米子駅,zh-ch,米子站,stop_name,bfe704c0-1b9d-42df-bb32-ae5b593ef943,
米子駅,zh-tw,米子站,stop_name,bfe704c0-1b9d-42df-bb32-ae5b593ef943,
本庄,ja,本庄,stop_name,b42e621b-fe20-4228-8f9b-5c0fd7d87b46,
本庄,ja-Hrkt,ほんじょう,stop_name,b42e621b-fe20-4228-8f9b-5c0fd7d87b46,
本庄,en,Honjo,stop_name,b42e621b-fe20-4228-8f9b-5c0fd7d87b46,
本庄,ko,혼조,stop_name,b42e621b-fe20-4228-8f9b-5c0fd7d87b46,
本庄,zh-ch,本庄,stop_name,b42e621b-fe20-4228-8f9b-5c0fd7d87b46,
本庄,zh-tw,本莊,stop_name,b42e621b-fe20-4228-8f9b-5c0fd7d87b46,
加計中央,ja,加計中央,stop_name,5d58994d-9677-4a87-a740-eb5a2393b9a7,
加計中央,ja-Hrkt,かけちゅうおう,stop_name,5d58994d-9677-4a87-a740-eb5a2393b9a7,
加計中央,en,Kake-chuo,stop_name,5d58994d-9677-4a87-a740-eb5a2393b9a7,
加計中央,ko,가케 추오,stop_name,5d58994d-9677-4a87-a740-eb5a2393b9a7,
加計中央,zh-ch,加计中央,stop_name,5d58994d-9677-4a87-a740-eb5a2393b9a7,
加計中央,zh-tw,加計中央,stop_name,5d58994d-9677-4a87-a740-eb5a2393b9a7,
萩原下,ja,萩原下,stop_name,a803bac9-38d6-4520-a177-939b41696876,
萩原下,ja-Hrkt,はぎはらしも,stop_name,a803bac9-38d6-4520-a177-939b41696876,
観音台入口,ja,観音台入口,stop_name,e5af7589-ffa3-4288-a7d5-7a2273c8d925,
観音台入口,ja-Hrkt,かんのんだいいりぐち,stop_name,e5af7589-ffa3-4288-a7d5-7a2273c8d925,
観音台入口,en,Kannondai-iriguchi,stop_name,e5af7589-ffa3-4288-a7d5-7a2273c8d925,
観音台入口,ko,간논다이 이리구치,stop_name,e5af7589-ffa3-4288-a7d5-7a2273c8d925,
観音台入口,zh-ch,观音台入口,stop_name,e5af7589-ffa3-4288-a7d5-7a2273c8d925,
観音台入口,zh-tw,觀音臺入口,stop_name,e5af7589-ffa3-4288-a7d5-7a2273c8d925,
高橋,ja,高橋,stop_name,d4f22adc-29a8-470e-8d3d-ae26baf391bc,
高橋,ja-Hrkt,たかはし,stop_name,d4f22adc-29a8-470e-8d3d-ae26baf391bc,
高橋,en,Takahashi,stop_name,d4f22adc-29a8-470e-8d3d-ae26baf391bc,
高橋,ko,다카하시,stop_name,d4f22adc-29a8-470e-8d3d-ae26baf391bc,
高橋,zh-ch,高桥,stop_name,d4f22adc-29a8-470e-8d3d-ae26baf391bc,
高橋,zh-tw,高橋,stop_name,d4f22adc-29a8-470e-8d3d-ae26baf391bc,
南観音七丁目,ja,南観音七丁目,stop_name,d969dd9a-049a-4f1e-9e70-3ce8f9ecef62,
南観音七丁目,ja-Hrkt,みなみかんおんななちょうめ,stop_name,d969dd9a-049a-4f1e-9e70-3ce8f9ecef62,
南観音七丁目,en,Minami-kanon-nanachome (Minami-kanon 7),stop_name,d969dd9a-049a-4f1e-9e70-3ce8f9ecef62,
南観音七丁目,ko,미나미칸온 7초메,stop_name,d969dd9a-049a-4f1e-9e70-3ce8f9ecef62,
南観音七丁目,zh-ch,南观音七丁目,stop_name,d969dd9a-049a-4f1e-9e70-3ce8f9ecef62,
南観音七丁目,zh-tw,南觀音七丁目,stop_name,d969dd9a-049a-4f1e-9e70-3ce8f9ecef62,
銀山町,ja,銀山町,stop_name,9b5ed829-77fc-4882-8989-1d564e8bef64,
銀山町,ja-Hrkt,かなやまちょう,stop_name,9b5ed829-77fc-4882-8989-1d564e8bef64,
銀山町,en,Kanayamacho,stop_name,9b5ed829-77fc-4882-8989-1d564e8bef64,
銀山町,ko,가나야마초,stop_name,9b5ed829-77fc-4882-8989-1d564e8bef64,
銀山町,zh-ch,银山町,stop_name,9b5ed829-77fc-4882-8989-1d564e8bef64,
銀山町,zh-tw,銀山町,stop_name,9b5ed829-77fc-4882-8989-1d564e8bef64,
安佐出張所前,ja,安佐出張所前,stop_name,8688cff8-3120-46ad-ae37-7ebb2dda6413,
安佐出張所前,ja-Hrkt,あさしゅっちょうしょまえ,stop_name,8688cff8-3120-46ad-ae37-7ebb2dda6413,
安佐出張所前,en,Asa Shutchosho-mae (Asa Branch Office),stop_name,8688cff8-3120-46ad-ae37-7ebb2dda6413,
安佐出張所前,ko,아사 출장소,stop_name,8688cff8-3120-46ad-ae37-7ebb2dda6413,
安佐出張所前,zh-ch,安佐办事处前,stop_name,8688cff8-3120-46ad-ae37-7ebb2dda6413,
安佐出張所前,zh-tw,安佐辦事處前,stop_name,8688cff8-3120-46ad-ae37-7ebb2dda6413,
向洋新町車庫,ja,向洋新町車庫,stop_name,84c0f2b9-c2a2-4210-85a4-f36a863f099c,
向洋新町車庫,ja-Hrkt,むかいなだしんまちしゃこ,stop_name,84c0f2b9-c2a2-4210-85a4-f36a863f099c,
中萩原,ja,中萩原,stop_name,37b792c8-2310-440f-bb4a-327b2fbe10c5,
中萩原,ja-Hrkt,なかはぎはら,stop_name,37b792c8-2310-440f-bb4a-327b2fbe10c5,
中萩原,en,Naka-hagiwara,stop_name,37b792c8-2310-440f-bb4a-327b2fbe10c5,
中萩原,ko,나카 하기와라,stop_name,37b792c8-2310-440f-bb4a-327b2fbe10c5,
中萩原,zh-ch,中萩原,stop_name,37b792c8-2310-440f-bb4a-327b2fbe10c5,
中萩原,zh-tw,中萩原,stop_name,37b792c8-2310-440f-bb4a-327b2fbe10c5,
山田二丁目,ja,山田二丁目,stop_name,7770d69e-6a2f-4d8b-8c64-cdb52c8a87f3,
山田二丁目,ja-Hrkt,やまだにちょうめ,stop_name,7770d69e-6a2f-4d8b-8c64-cdb52c8a87f3,
県立広島大学前,ja,県立広島大学前,stop_name,64bc3633-165c-45d7-822e-0fad191c8ec2,
県立広島大学前,ja-Hrkt,けんりつひろしまだいがくまえ,stop_name,64bc3633-165c-45d7-822e-0fad191c8ec2,
県立広島大学前,en,Kenritsu Hiroshima Daigaku-mae (Pref. Univ. of Hiroshima-mae),stop_name,64bc3633-165c-45d7-822e-0fad191c8ec2,
県立広島大学前,ko,현립 히로시마 대학 앞,stop_name,64bc3633-165c-45d7-822e-0fad191c8ec2,
県立広島大学前,zh-ch,县立广岛大学前,stop_name,64bc3633-165c-45d7-822e-0fad191c8ec2,
県立広島大学前,zh-tw,縣立廣島大學前,stop_name,64bc3633-165c-45d7-822e-0fad191c8ec2,
温品四丁目,ja,温品四丁目,stop_name,be5b379a-b542-431c-b19f-cf5ca9d873dd,
温品四丁目,ja-Hrkt,ぬくしなよんちょうめ,stop_name,be5b379a-b542-431c-b19f-cf5ca9d873dd,
四道路,ja,四道路,stop_name,59463033-174e-4973-8ae9-ddc2ead67f64,
四道路,ja-Hrkt,よつどうろ,stop_name,59463033-174e-4973-8ae9-ddc2ead67f64,
体育館前,ja,体育館前,stop_name,63aacb53-70a3-4c7d-8ff3-3f651a750e47,
体育館前,ja-Hrkt,たいいくかんまえ,stop_name,63aacb53-70a3-4c7d-8ff3-3f651a750e47,
松崎八幡宮跡,ja,松崎八幡宮跡,stop_name,6305ac8e-0ebf-4d81-94c6-95b4d851a94d,
松崎八幡宮跡,ja-Hrkt,まつざきはちまんぐうあと,stop_name,6305ac8e-0ebf-4d81-94c6-95b4d851a94d,
松崎八幡宮跡,en,Matsuzaki Hachimangu-ato,stop_name,6305ac8e-0ebf-4d81-94c6-95b4d851a94d,
松崎八幡宮跡,ko,마쓰자키 하치만구 아토,stop_name,6305ac8e-0ebf-4d81-94c6-95b4d851a94d,
松崎八幡宮跡,zh-ch,松崎八幡宫迹,stop_name,6305ac8e-0ebf-4d81-94c6-95b4d851a94d,
松崎八幡宮跡,zh-tw,松崎八幡宮跡,stop_name,6305ac8e-0ebf-4d81-94c6-95b4d851a94d,
長楽寺駅,ja,長楽寺駅,stop_name,d134fd6e-8f5d-4619-914d-8014af8e9ad6,
長楽寺駅,ja-Hrkt,ちょうらくじえき,stop_name,d134fd6e-8f5d-4619-914d-8014af8e9ad6,
井口台西,ja,井口台西,stop_name,950085df-2c1b-4083-bb4c-6cb242f85a2b,
井口台西,ja-Hrkt,いのくちだいにし,stop_name,950085df-2c1b-4083-bb4c-6cb242f85a2b,
宮園中央,ja,宮園中央,stop_name,9fff91cb-e634-4308-a3fc-1d3df9a4abf8,
宮園中央,ja-Hrkt,みやぞのちゅうおう,stop_name,9fff91cb-e634-4308-a3fc-1d3df9a4abf8,
本町四丁目,ja,本町四丁目,stop_name,2e5b8058-a597-48bf-b754-8903927d6238,
本町四丁目,ja-Hrkt,ほんまちよんちょうめ,stop_name,2e5b8058-a597-48bf-b754-8903927d6238,
皇帝ハイツ入口,ja,皇帝ハイツ入口,stop_name,e438e52f-0f5f-4395-9a3c-3c388c9cf353,
皇帝ハイツ入口,ja-Hrkt,こうていはいついりぐち,stop_name,e438e52f-0f5f-4395-9a3c-3c388c9cf353,
杉並台団地中,ja,杉並台団地中,stop_name,0496b55c-c3f7-4039-a948-11619685f3e4,
杉並台団地中,ja-Hrkt,すぎなみだいだんちなか,stop_name,0496b55c-c3f7-4039-a948-11619685f3e4,
杉並台団地中,en,Suginamidai Danchi-naka,stop_name,0496b55c-c3f7-4039-a948-11619685f3e4,
杉並台団地中,ko,스기나미다이 단치 나카,stop_name,0496b55c-c3f7-4039-a948-11619685f3e4,
杉並台団地中,zh-ch,杉并台团地中,stop_name,0496b55c-c3f7-4039-a948-11619685f3e4,
杉並台団地中,zh-tw,杉並臺團地中,stop_name,0496b55c-c3f7-4039-a948-11619685f3e4,
広島はくしま病院前,ja,広島はくしま病院前,stop_name,a4ef618e-967e-452f-9ed5-aeba3d80882f,
広島はくしま病院前,ja-Hrkt,ひろしまはくしまびょういんまえ,stop_name,a4ef618e-967e-452f-9ed5-aeba3d80882f,
広島はくしま病院前,en,Hiroshima Hakushima Byoin-mae  (Hiroshima Hakushima Hospital),stop_name,a4ef618e-967e-452f-9ed5-aeba3d80882f,
広島はくしま病院前,ko,히로시마 하쿠시마 병원 마에,stop_name,a4ef618e-967e-452f-9ed5-aeba3d80882f,
広島はくしま病院前,zh-ch,广岛白岛医院前,stop_name,a4ef618e-967e-452f-9ed5-aeba3d80882f,
広島はくしま病院前,zh-tw,廣島白島醫院前,stop_name,a4ef618e-967e-452f-9ed5-aeba3d80882f,
合同庁舎入口,ja,合同庁舎入口,stop_name,b803ce53-94f0-45e9-9c0e-0fbb9d6702f2,
合同庁舎入口,ja-Hrkt,ごうどうちょうしゃいりぐち,stop_name,b803ce53-94f0-45e9-9c0e-0fbb9d6702f2,
安佐南区福祉センター前,ja,安佐南区福祉センター前,stop_name,b6d906c3-0d28-4b76-988b-21b6b735649b,
安佐南区福祉センター前,ja-Hrkt,あさみなみくふくしせんたーまえ,stop_name,b6d906c3-0d28-4b76-988b-21b6b735649b,
中広町,ja,中広町,stop_name,9f98ba16-f6c8-4944-86e9-ddd268b444a0,
中広町,ja-Hrkt,なかひろまち,stop_name,9f98ba16-f6c8-4944-86e9-ddd268b444a0,
中広町,en,Nakahiromachi,stop_name,9f98ba16-f6c8-4944-86e9-ddd268b444a0,
中広町,ko,나카히로마치,stop_name,9f98ba16-f6c8-4944-86e9-ddd268b444a0,
中広町,zh-ch,中广町,stop_name,9f98ba16-f6c8-4944-86e9-ddd268b444a0,
中広町,zh-tw,中廣町,stop_name,9f98ba16-f6c8-4944-86e9-ddd268b444a0,
梅林小学校前,ja,梅林小学校前,stop_name,34a29234-69b5-4504-87f1-5ceefef5c41c,
梅林小学校前,ja-Hrkt,ばいりんしょうがっこうまえ,stop_name,34a29234-69b5-4504-87f1-5ceefef5c41c,
津都見,ja,津都見,stop_name,35682ad0-b561-43fa-878c-44599944c65e,
津都見,ja-Hrkt,つつみ,stop_name,35682ad0-b561-43fa-878c-44599944c65e,
岡の下橋,ja,岡の下橋,stop_name,5ade1516-914b-4033-ac94-4cccd5510e6c,
岡の下橋,ja-Hrkt,おかのしたばし,stop_name,5ade1516-914b-4033-ac94-4cccd5510e6c,
警固屋市民センター,ja,警固屋市民センター,stop_name,1e75a205-9fbc-43fd-8252-d8936ff73687,
警固屋市民センター,ja-Hrkt,けごやしみんせんたー,stop_name,1e75a205-9fbc-43fd-8252-d8936ff73687,
警固屋市民センター,en,Kegoya Shimin Center (Kegoya Citizen Center),stop_name,1e75a205-9fbc-43fd-8252-d8936ff73687,
警固屋市民センター,ko,게고야 시민 센터,stop_name,1e75a205-9fbc-43fd-8252-d8936ff73687,
警固屋市民センター,zh-ch,警固屋市民中心,stop_name,1e75a205-9fbc-43fd-8252-d8936ff73687,
警固屋市民センター,zh-tw,警固屋市民中心,stop_name,1e75a205-9fbc-43fd-8252-d8936ff73687,
久保角橋,ja,久保角橋,stop_name,795162e7-89c3-4d11-ae05-1e36127a336a,
久保角橋,ja-Hrkt,くぼすみばし,stop_name,795162e7-89c3-4d11-ae05-1e36127a336a,
青山町,ja,青山町,stop_name,91fffecb-fc0b-43e1-99c7-b5c0a76b88b2,
青山町,ja-Hrkt,あおやまちょう,stop_name,91fffecb-fc0b-43e1-99c7-b5c0a76b88b2,
青山町,en,Aoyamacho,stop_name,91fffecb-fc0b-43e1-99c7-b5c0a76b88b2,
青山町,ko,아오야마초,stop_name,91fffecb-fc0b-43e1-99c7-b5c0a76b88b2,
青山町,zh-ch,青山町,stop_name,91fffecb-fc0b-43e1-99c7-b5c0a76b88b2,
青山町,zh-tw,青山町,stop_name,91fffecb-fc0b-43e1-99c7-b5c0a76b88b2,
井口台東,ja,井口台東,stop_name,82833f0d-ce8a-425a-8a5c-e004f003dd50,
井口台東,ja-Hrkt,いのくちだいひがし,stop_name,82833f0d-ce8a-425a-8a5c-e004f003dd50,
五日市五丁目口,ja,五日市五丁目口,stop_name,049b4fa3-675a-47d4-a4b8-32492af38e46,
五日市五丁目口,ja-Hrkt,いつかいちごちょうめぐち,stop_name,049b4fa3-675a-47d4-a4b8-32492af38e46,
東のりば,ja,東のりば,stop_name,138ed92e-cf73-4e91-9398-38164f8c9e6d,
東のりば,ja-Hrkt,ひがしのりば,stop_name,138ed92e-cf73-4e91-9398-38164f8c9e6d,
東のりば,en,Higashi Noriba,stop_name,138ed92e-cf73-4e91-9398-38164f8c9e6d,
東のりば,ko,히가시 노리바,stop_name,138ed92e-cf73-4e91-9398-38164f8c9e6d,
東のりば,zh-ch,东站台,stop_name,138ed92e-cf73-4e91-9398-38164f8c9e6d,
東のりば,zh-tw,東站臺,stop_name,138ed92e-cf73-4e91-9398-38164f8c9e6d,
本通３丁目,ja,本通３丁目,stop_name,8a7a62d9-fc44-4df4-b0f9-48d00268e608,
本通３丁目,ja-Hrkt,ほんどおりさんちょうめ,stop_name,8a7a62d9-fc44-4df4-b0f9-48d00268e608,
貿易倉庫前,ja,貿易倉庫前,stop_name,fc482c76-7e81-4c62-bcbb-9cf4445231ff,
貿易倉庫前,ja-Hrkt,ぼうえきそうこまえ,stop_name,fc482c76-7e81-4c62-bcbb-9cf4445231ff,
中広二丁目,ja,中広二丁目,stop_name,a823d0ee-80ee-40b3-b179-8cf055ab401b,
中広二丁目,ja-Hrkt,なかひろにちょうめ,stop_name,a823d0ee-80ee-40b3-b179-8cf055ab401b,
中広二丁目,en,Nakahiro-nichome (Nakahiro 2),stop_name,a823d0ee-80ee-40b3-b179-8cf055ab401b,
中広二丁目,ko,나카히로 2초메,stop_name,a823d0ee-80ee-40b3-b179-8cf055ab401b,
中広二丁目,zh-ch,中广二丁目,stop_name,a823d0ee-80ee-40b3-b179-8cf055ab401b,
中広二丁目,zh-tw,中廣二丁目,stop_name,a823d0ee-80ee-40b3-b179-8cf055ab401b,
江波栄町,ja,江波栄町,stop_name,4fb594aa-2ccb-420f-8183-ab9d9ff75eef,
江波栄町,ja-Hrkt,えばさかえまち,stop_name,4fb594aa-2ccb-420f-8183-ab9d9ff75eef,
白島町,ja,白島町,stop_name,cdd047bd-3816-4086-9a18-0e4bbb353e2d,
白島町,ja-Hrkt,はくしまちょう,stop_name,cdd047bd-3816-4086-9a18-0e4bbb353e2d,
府中ニュータウン,ja,府中ニュータウン,stop_name,b2310f88-b610-4e6c-b03f-161b6c0ff081,
府中ニュータウン,ja-Hrkt,ふちゅうにゅーたうん,stop_name,b2310f88-b610-4e6c-b03f-161b6c0ff081,
呉信警固屋支店前,ja,呉信警固屋支店前,stop_name,f91c5acd-b99f-404a-bc60-a47e75662a06,
呉信警固屋支店前,ja-Hrkt,くれしんけごやしてんまえ,stop_name,f91c5acd-b99f-404a-bc60-a47e75662a06,
下三宅,ja,下三宅,stop_name,45fe0605-bc17-4f7d-8351-713030e77ddf,
下三宅,ja-Hrkt,しもみやけ,stop_name,45fe0605-bc17-4f7d-8351-713030e77ddf,
佐伯区役所前,ja,佐伯区役所前,stop_name,dc98d4bb-0708-4792-9f3c-6dd99a70b57e,
佐伯区役所前,ja-Hrkt,さえきくやくしょまえ,stop_name,dc98d4bb-0708-4792-9f3c-6dd99a70b57e,
宮原中学校前,ja,宮原中学校前,stop_name,cefb4882-6b74-48a4-8078-132376c647c4,
宮原中学校前,ja-Hrkt,みやはらちゅうがっこうまえ,stop_name,cefb4882-6b74-48a4-8078-132376c647c4,
宮原中学校前,en,Miyahara Chugakko-mae (Miyahara Junior High School),stop_name,cefb4882-6b74-48a4-8078-132376c647c4,
宮原中学校前,ko,미야하라 중학교,stop_name,cefb4882-6b74-48a4-8078-132376c647c4,
宮原中学校前,zh-ch,宫原中学前,stop_name,cefb4882-6b74-48a4-8078-132376c647c4,
宮原中学校前,zh-tw,宮原中學前,stop_name,cefb4882-6b74-48a4-8078-132376c647c4,
柞木,ja,柞木,stop_name,1422851c-7471-4608-956b-d19ddcfd48b5,
柞木,ja-Hrkt,ほうそぎ,stop_name,1422851c-7471-4608-956b-d19ddcfd48b5,
柞木,en,Hosogi,stop_name,1422851c-7471-4608-956b-d19ddcfd48b5,
柞木,ko,호소기,stop_name,1422851c-7471-4608-956b-d19ddcfd48b5,
